Exposure,Power,CarAge,DriverAge,Brand,Gas,Region,Density
0.79,j,0.0,51.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.04,j,0.0,51.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.92,e,1.0,24.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,103.0
0.03,e,0.0,55.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2278.0
0.04,e,0.0,55.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2278.0
0.83,e,0.0,55.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2278.0
0.75,i,2.0,30.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3132.0
0.17,i,2.0,30.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3132.0
0.47,g,10.0,26.0,"Mercedes, Chrysler or BMW",Diesel,Aquitaine,2620.0
0.75,g,7.0,26.0,Japanese (except Nissan) or Korean,Regular,Bretagne,3424.5
0.17,g,7.0,26.0,Japanese (except Nissan) or Korean,Regular,Bretagne,3424.5
0.92,d,0.0,30.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,69.0
0.88,f,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Basse-Normandie,45.0
0.03,f,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Basse-Normandie,45.0
0.34,e,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.56,e,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.91,g,7.0,52.0,Japanese (except Nissan) or Korean,Diesel,Basse-Normandie,1417.0
0.09,h,10.0,48.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,24.0
0.82,h,10.0,48.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,24.0
0.11,d,0.0,58.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,63.0
0.83,d,0.0,58.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,63.0
0.04,e,0.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.86,e,0.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.08,d,0.0,61.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.82,d,0.0,61.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.34,f,8.0,36.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2558.0
0.21,f,8.0,36.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2558.0
0.91,e,0.0,22.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,2308.0
0.9,d,0.0,71.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,363.0
0.13,f,2.0,37.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.27,f,4.0,39.0,"Renault, Nissan or Citroen",Regular,Ile-de-France,3366.0
0.61,f,4.0,39.0,"Renault, Nissan or Citroen",Regular,Ile-de-France,3366.0
0.01,g,15.0,39.0,"Volkswagen, Audi, Skoda or Seat",Regular,Ile-de-France,3366.0
0.03,d,0.0,54.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.87,d,0.0,54.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.09,e,0.0,73.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1309.0
0.81,e,0.0,74.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1309.0
0.9,d,2.0,42.0,Japanese (except Nissan) or Korean,Regular,Haute-Normandie,151.0
0.9,e,0.0,44.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.19,i,2.0,51.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,15.0
0.89,d,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.9,e,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.9,f,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.08,g,0.0,44.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,245.0
0.72,g,0.0,44.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,245.0
0.09,g,0.0,44.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,245.0
0.05,g,5.0,34.0,other,Regular,Ile-de-France,3274.0
0.84,g,5.0,34.0,other,Regular,Ile-de-France,3274.0
0.9,e,0.0,24.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1287.0
0.89,g,4.0,42.0,Japanese (except Nissan) or Korean,Regular,Centre,105.0
0.05,i,0.0,28.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.84,i,0.0,28.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.87,g,0.0,53.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1784.0
0.05,g,0.0,53.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1784.0
0.11,f,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.37,f,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.4,f,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.81,g,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,g,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.89,f,2.0,41.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,60.0
0.1,h,1.0,55.0,Fiat,Diesel,Ile-de-France,290.0
0.86,h,1.0,55.0,Fiat,Diesel,Ile-de-France,290.0
0.09,k,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1462.0
0.8,k,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1462.0
0.09,g,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,137.0
0.27,g,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,137.0
0.57,g,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,137.0
0.18,e,0.0,63.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,578.0
0.71,e,0.0,63.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,578.0
0.48,j,0.0,39.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,32.0
0.42,j,0.0,39.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,32.0
0.03,f,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Bretagne,70.0
0.77,f,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Bretagne,70.0
0.07,f,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Bretagne,70.0
0.82,e,0.0,54.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1457.0
0.07,e,0.0,54.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1457.0
0.04,d,0.0,72.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.01,d,0.0,72.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.62,d,0.0,72.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.4,d,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1421.0
0.13,d,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1421.0
0.43,d,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1421.0
0.13,e,0.0,26.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.75,e,0.0,26.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.1,d,0.0,58.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,452.0
0.84,d,0.0,58.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,452.0
0.81,d,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Bretagne,461.0
0.07,d,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Bretagne,461.0
0.05,d,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,906.0
0.07,d,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,906.0
0.76,d,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,906.0
0.91,k,2.0,71.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,3321.0
0.89,k,0.0,37.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,23.0
0.16,e,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,80.0
0.81,e,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,80.0
0.74,g,0.0,72.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1489.0
0.14,g,0.0,72.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1489.0
0.74,g,0.0,63.0,Japanese (except Nissan) or Korean,Diesel,Poitou-Charentes,30.0
0.07,g,0.0,63.0,Japanese (except Nissan) or Korean,Diesel,Poitou-Charentes,30.0
0.07,g,0.0,63.0,Japanese (except Nissan) or Korean,Diesel,Poitou-Charentes,30.0
0.89,e,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3110.0
0.88,d,0.0,30.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.06,e,0.0,29.0,Japanese (except Nissan) or Korean,Regular,Bretagne,37.0
0.83,e,1.0,29.0,Japanese (except Nissan) or Korean,Regular,Bretagne,37.0
0.88,j,3.0,32.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,3424.5
0.11,e,0.0,29.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2647.0
0.77,e,0.0,29.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2647.0
0.74,d,0.0,70.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.14,d,0.0,70.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.57,k,0.0,38.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,1516.0
0.31,k,0.0,38.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,1516.0
0.87,g,0.0,54.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,249.0
0.00819672131147541,g,0.0,54.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,249.0
0.88,g,0.0,58.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,2569.0
0.82,g,0.0,31.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,72.0
0.06,g,0.0,31.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,72.0
0.88,f,4.0,55.0,"Renault, Nissan or Citroen",Diesel,Aquitaine,800.0
0.62,f,0.0,71.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,46.0
0.06,f,0.0,71.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,46.0
0.72,d,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.15,d,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.75,k,0.0,59.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.41,i,0.0,44.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.12,i,0.0,44.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.13,d,0.0,24.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2663.0
0.53,d,0.0,24.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2663.0
0.55,i,9.0,30.0,"Renault, Nissan or Citroen",Regular,Ile-de-France,3424.5
0.11,g,9.0,30.0,"Opel, General Motors or Ford",Regular,Ile-de-France,3424.5
0.45,d,0.0,30.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,240.0
0.66,e,0.0,27.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.26,l,3.0,28.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,59.0
0.29,l,3.0,28.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,59.0
0.13,l,3.0,28.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,59.0
0.07,d,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.59,d,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,i,0.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,273.0
0.59,i,0.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,273.0
0.57,f,0.0,77.0,Japanese (except Nissan) or Korean,Regular,Bretagne,3386.0
0.07,f,0.0,77.0,Japanese (except Nissan) or Korean,Regular,Bretagne,3386.0
0.09,g,0.0,39.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3023.0
0.57,g,0.0,39.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3023.0
0.02,i,5.0,26.0,other,Regular,Ile-de-France,291.0
0.63,i,5.0,26.0,other,Regular,Ile-de-France,291.0
0.58,d,0.0,26.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2308.0
0.08,d,0.0,26.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2308.0
0.21,g,7.0,26.0,"Volkswagen, Audi, Skoda or Seat",Diesel,Ile-de-France,1867.0
0.01,g,7.0,26.0,"Volkswagen, Audi, Skoda or Seat",Diesel,Ile-de-France,1867.0
0.43,f,7.0,26.0,"Renault, Nissan or Citroen",Diesel,Ile-de-France,1867.0
0.65,f,4.0,50.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3274.0
0.19,e,7.0,22.0,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,89.0
0.44,d,5.0,22.0,"Renault, Nissan or Citroen",Diesel,Nord-Pas-de-Calais,89.0
0.1,j,10.0,22.0,"Renault, Nissan or Citroen",Diesel,Nord-Pas-de-Calais,89.0
0.03,i,1.0,74.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.6,i,1.0,74.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.58,e,0.0,29.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,e,0.0,29.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.09,g,0.0,58.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2784.0
0.08,g,0.0,58.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2784.0
0.48,e,0.0,58.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,2784.0
0.17,i,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3184.0
0.48,i,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3184.0
0.66,k,7.0,44.0,"Renault, Nissan or Citroen",Regular,Ile-de-France,3424.5
0.09,f,15.0,51.0,Fiat,Regular,Ile-de-France,3424.5
0.56,f,15.0,51.0,Fiat,Regular,Ile-de-France,3424.5
0.1,h,8.0,51.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.55,h,8.0,51.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.66,j,2.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,e,0.0,68.0,Japanese (except Nissan) or Korean,Regular,Centre,2399.0
0.61,e,0.0,68.0,Japanese (except Nissan) or Korean,Regular,Centre,2399.0
0.66,g,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.66,g,0.0,78.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,713.0
0.05,e,0.0,23.0,Japanese (except Nissan) or Korean,Regular,Haute-Normandie,59.0
0.6,e,0.0,23.0,Japanese (except Nissan) or Korean,Regular,Haute-Normandie,59.0
0.66,e,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.13,g,8.0,49.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,3424.5
0.12,g,8.0,49.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,3424.5
0.39,g,8.0,49.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,3424.5
0.65,j,7.0,27.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,162.0
0.29,j,0.0,52.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,255.0
0.35,j,0.0,52.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,255.0
0.65,j,2.0,58.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,127.0
0.65,g,5.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,177.0
0.18,d,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1858.0
0.47,d,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1858.0
0.11,f,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2090.0
0.54,f,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2090.0
0.58,i,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,1780.0
0.07,i,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,1780.0
0.57,d,0.0,61.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2975.0
0.07,d,0.0,61.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2975.0
0.04,d,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3386.0
0.61,d,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3386.0
0.12,d,0.0,30.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,3424.5
0.53,d,0.0,30.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,3424.5
0.65,f,8.0,40.0,"Renault, Nissan or Citroen",Diesel,Aquitaine,175.0
0.65,d,0.0,55.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,800.0
0.57,g,0.0,60.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,50.0
0.07,g,0.0,60.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,50.0
0.56,j,1.0,39.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.07,j,1.0,39.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.57,d,0.0,28.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,135.0
0.07,d,0.0,28.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,135.0
0.32,j,0.0,49.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,2805.0
0.24,j,0.0,49.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,2805.0
0.07,j,0.0,49.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,2805.0
0.03,e,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,127.0
0.6,e,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,127.0
0.56,i,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,249.0
0.07,i,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,249.0
0.64,i,1.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.57,d,0.0,53.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1867.0
0.07,d,0.0,53.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1867.0
0.57,e,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,e,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.57,e,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,388.0
0.06,e,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,388.0
0.64,e,4.0,25.0,"Volkswagen, Audi, Skoda or Seat",Diesel,Nord-Pas-de-Calais,3424.5
0.09,f,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.55,f,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.13,g,0.0,46.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3238.0
0.5,g,0.0,46.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3238.0
0.18,g,2.0,57.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.45,g,2.0,57.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.1,e,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1609.0
0.29,g,9.0,34.0,"Renault, Nissan or Citroen",Regular,Ile-de-France,1609.0
0.23,e,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1609.0
0.33,j,4.0,31.0,Japanese (except Nissan) or Korean,Regular,Centre,280.0
0.3,j,4.0,31.0,Japanese (except Nissan) or Korean,Regular,Centre,280.0
0.03,d,0.0,70.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,60.0
0.6,d,0.0,70.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,60.0
0.1,f,0.0,65.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,11.0
0.53,f,0.0,65.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,11.0
0.1,g,3.0,43.0,"Opel, General Motors or Ford",Regular,Poitou-Charentes,44.0
0.53,g,3.0,43.0,"Opel, General Motors or Ford",Regular,Poitou-Charentes,44.0
0.00273224043715847,e,0.0,71.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2648.0
0.48,f,0.0,71.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2648.0
0.15,e,0.0,71.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2648.0
0.04,e,0.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2139.0
0.59,e,0.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2139.0
0.09,j,4.0,41.0,other,Diesel,Haute-Normandie,83.0
0.54,j,4.0,41.0,other,Diesel,Haute-Normandie,83.0
0.17,f,3.0,55.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2818.0
0.45,f,3.0,55.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2818.0
0.12,f,0.0,71.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.5,f,0.0,71.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.55,g,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,g,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.62,g,10.0,35.0,"Renault, Nissan or Citroen",Regular,Aquitaine,280.0
0.41,f,0.0,50.0,Fiat,Regular,Centre,54.0
0.21,f,0.0,50.0,Fiat,Regular,Centre,54.0
0.11,i,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1457.0
0.51,i,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1457.0
0.00546448087431694,d,0.0,46.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1287.0
0.41,d,0.0,46.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1287.0
0.2,d,0.0,46.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1287.0
0.57,e,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1445.0
0.05,e,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1445.0
0.58,e,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,142.0
0.04,e,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,142.0
0.54,g,0.0,38.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.07,g,0.0,38.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.48,e,0.0,25.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,277.0
0.13,e,0.0,25.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,277.0
0.54,g,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2007.0
0.07,g,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2007.0
0.75,d,1.0,35.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,82.0
0.09,e,0.0,24.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,53.0
0.53,e,0.0,24.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,53.0
0.12,k,0.0,39.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.49,k,0.0,39.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.11,g,1.0,37.0,"Opel, General Motors or Ford",Regular,Poitou-Charentes,56.0
0.03,g,1.0,37.0,"Opel, General Motors or Ford",Regular,Poitou-Charentes,56.0
0.49,g,0.0,62.0,Japanese (except Nissan) or Korean,Diesel,Limousin,5.0
0.04,g,0.0,62.0,Japanese (except Nissan) or Korean,Diesel,Limousin,5.0
0.07,g,0.0,62.0,Japanese (except Nissan) or Korean,Diesel,Limousin,5.0
0.56,h,2.0,53.0,Japanese (except Nissan) or Korean,Regular,Basse-Normandie,330.0
0.05,h,2.0,53.0,Japanese (except Nissan) or Korean,Regular,Basse-Normandie,330.0
0.51,f,2.0,44.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,2257.0
0.09,f,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Centre,949.0
0.01,f,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Centre,949.0
0.51,f,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Centre,949.0
0.00273224043715847,g,5.0,49.0,"Opel, General Motors or Ford",Regular,Ile-de-France,1812.0
0.54,g,5.0,49.0,"Opel, General Motors or Ford",Regular,Ile-de-France,1812.0
0.07,g,5.0,49.0,"Opel, General Motors or Ford",Regular,Ile-de-France,1812.0
0.54,j,10.0,49.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,88.0
0.07,j,10.0,49.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,88.0
0.61,j,0.0,31.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,63.0
0.01,d,0.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1324.0
0.45,d,0.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1324.0
0.14,d,0.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1324.0
0.08,d,0.0,56.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,42.0
0.53,d,0.0,56.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,42.0
0.61,j,3.0,46.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,465.0
0.56,h,0.0,60.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,74.0
0.04,h,0.0,60.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,74.0
0.71,d,0.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,497.0
